3039162,1
3039676,1
3040131,1
3040684,1
3041203,1
3041566,1
3338529,1
290595,1
291075,1
292224,1
292673,1
292879,1
292933,1
292969,1
1121143,1
1121863,1
1123230,1
1127106,1
1127766,1
1131054,1
1131256,1
1131257,1
1131461,1
1131821,1
1132366,1
1134561,1
1135022,1
1135690,1
1135702,1
1138255,1
1138335,1
1138957,1
1139049,1
1140025,1
1140043,1
1141103,1
1141268,1
1142226,1
1142263,1
1147239,1
1147288,1
1147537,1
1147707,1
1147745,1
1444362,1
1444363,1
6957553,1
6957555,1
3576015,1
3576016,1
3576017,1
3576018,1
3576023,1
3576024,1
3576037,1
3576390,1
11205389,1
11205392,1
11205393,1
11205396,1
11205433,1
11205436,1
11205437,1
11205438,1
11205439,1
11205440,1
11205441,1
11205442,1
11205443,1
11205444,1
865730,1
865731,1
865732,1
865733,1
865734,1
865735,1
3344947,1
3344948,1
3344949,1
3344950,1
3344951,1
3344952,1
409313,1
409314,1
409315,1
616051,1
828259,1
828260,1
828261,1
828262,1
828263,1
828264,1
828265,1
145701,1
145702,1
875996,1
876337,1
2236355,1
2236566,1
2239858,1
2240444,1
2241660,1
2243266,1
2243598,1
3347016,1
3348303,1
3348310,1
3349096,1
3349234,1
3351640,1
3351660,1
3430657,1
3433896,1
3433955,1
3434137,1
3435214,1
3435907,1
3833578,1
3834450,1
3835868,1
3836276,1
3836350,1
3837029,1
3837152,1
3838231,1
3838830,1
3843122,1
3844419,1
3848949,1
3849574,1
3853404,1
3860255,1
3861244,1
3861887,1
3862286,1
5880873,1
5881199,1
5881219,1
5881436,1
7309441,1
2761367,1
2762300,1
2763586,1
2764581,1
2766823,1
2769848,1
2770542,1
2774686,1
2781194,1
2058645,1
2061327,1
2064513,1
2145234,1
2147291,1
2152274,1
2155400,1
2177478,1
9611689,1
9611692,1
9611694,1
146879,1
146900,1
146962,1
147163,1
147269,1
147284,1
147287,1
147310,1
147422,1
147435,1
147551,1
147610,1
147613,1
147626,1
147694,1
147983,1
148107,1
148140,1
148155,1
148442,1
148449,1
148615,1
148617,1
409417,1
409418,1
409419,1
409420,1
409421,1
409423,1
584583,1
584604,1
584650,1
584742,1
584783,1
584861,1
585030,1
585031,1
585059,1
585686,1
585738,1
585749,1
585786,1
585967,1
586001,1
586047,1
586087,1
586112,1
586290,1
586320,1
586482,1
586725,1
586771,1
587010,1
587056,1
587081,1
587245,1
587342,1
587376,1
627535,1
828297,1
828298,1
828299,1
828300,1
828301,1
828302,1
828303,1
828304,1
828305,1
828306,1
828307,1
828315,1
8411069,1
3229999,1
3230000,1
3294903,1
3373551,1
3373553,1
3373554,1
3373557,1
3373565,1
3373568,1
3373569,1
3373570,1
3373572,1
3373580,1
3373988,1
1337166,1
1337179,1
1337200,1
1337210,1
1337229,1
1477362,1
7671048,1
11287936,1
2800867,1
3337387,1
3337388,1
6930701,1
6930703,1
6930704,1
6930705,1
6930706,1
6930707,1
6930708,1
6930709,1
6930710,1
6930711,1
6930712,1
6930713,1
6930714,1
453751,1
453753,1
725713,1
726051,1
726419,1
727012,1
727524,1
728194,1
728204,1
728331,1
728379,1
729560,1
730436,1
731061,1
732771,1
733192,1
864552,1
864553,1
864554,1
864555,1
864556,1
864557,1
864558,1
864559,1
864560,1
864561,1
864562,1
864563,1
290333,1
7090954,1
7090972,1
7090974,1
422233,1
423327,1
425550,1
426271,1
426699,1
427700,1
428218,1
428514,1
430020,1
430567,1
430951,1
431747,1
432455,1
434147,1
434386,1
7303939,1
7303940,1
11184798,1
2390719,1
2392325,1
2392716,1
2394992,1
2395504,1
2395524,1
2597271,1
2597272,1
2597273,1
2597274,1
2597275,1
2597277,1
3572972,1
3573026,1
3573031,1
3573050,1
3573057,1
3573062,1
3573095,1
3573103,1
3573195,1
3573198,1
3573251,1
1820068,1
1820106,1
1820818,1
1820869,1
3903319,1
3904907,1
3907580,1
3908600,1
3909233,1
3911924,1
3919966,1
3920177,1
3923172,1
7609816,1
7610358,1
7610359,1
3390290,1
3392213,1
3392268,1
3393098,1
3393129,1
3395443,1
3402362,1
3407762,1
3408096,1
3447799,1
3448433,1
3450387,1
3451133,1
3451189,1
3455077,1
3457153,1
3457415,1
3457419,1
3462372,1
3463504,1
3463930,1
3471168,1
3474575,1
3662560,1
3665361,1
3665474,1
3924825,1
3571493,1
3571629,1
3571809,1
3571815,1
3571894,1
3572005,1
3572154,1
3572238,1
3572374,1
3572427,1
3572678,1
3572807,1
3572937,1
8030541,1
8030542,1
8030543,1
8030544,1
8030545,1
8030546,1
8030547,1
8030548,1
8030549,1
8030550,1
8030551,1
8030552,1
8030553,1
8030554,1
8030555,1
8030556,1
8030557,1
8030558,1
8030559,1
1337278,1
1337279,1
1337280,1
1337281,1
1337282,1
1337283,1
1337284,1
1337285,1
1337286,1
1337287,1
1337288,1
1337289,1
1337290,1
1337291,1
1337292,1
1337293,1
1337294,1
1337295,1
7303651,1
7303653,1
933043,1
933044,1
933210,1
933230,1
933562,1
933654,1
933657,1
933758,1
933840,1
933851,1
11778168,1
11778169,1
11778170,1
11778171,1
11778172,1
11778173,1
620134,1
625073,1
625142,1
625143,1
628035,1
628281,1
629631,1
3580913,1
3580975,1
3581511,1
3582302,1
3582429,1
3582676,1
5883102,1
5909050,1
6065171,1
6087430,1
6091069,1
6091530,1
6091732,1
6093943,1
6113358,1
6115047,1
6141242,1
6185811,1
6354959,1
204697,1
204704,1
205253,1
205413,1
205828,1
206938,1
208741,1
209610,1
210596,1
214138,1
214140,1
215709,1
216140,1
216141,1
216661,1
219402,1
922727,1
2313191,1
2313847,1
2313860,1
2314300,1
2317277,1
11288213,1
11288214,1
11288215,1
11288216,1
236178,1
236887,1
237556,1
238639,1
238640,1
240396,1
240591,1
2383204,1
2383650,1
2383653,1
2383765,1
2384205,1
2385105,1
2385836,1
2386161,1
2386243,1
2596686,1
2255329,1
2255404,1
2255422,1
2256175,1
2258431,1
2258534,1
2258738,1
2260487,1
2260668,1
2572183,1
2593118,1
7280295,1
2657895,1
2657907,1
2658182,1
2658205,1
2658226,1
2658370,1
2658372,1
2658563,1
2658664,1
2658760,1
2658821,1
2659315,1
2659471,1
2659495,1
2659810,1
2660207,1
2660522,1
2660593,1
2660645,1
2660717,1
2661551,1
2661602,1
2661603,1
2661739,1
2661741,1
2661876,1
10629377,1
11153052,1
11153053,1
11153054,1
11153055,1
11153056,1
11153057,1
11153058,1
11153059,1
11153060,1
11153061,1
11153062,1
11153063,1
11153151,1
11695124,1
11695126,1
11695127,1
11695384,1
11695385,1
11695386,1
11695387,1
11695388,1
11695389,1
11695390,1
11695425,1
3868621,1
3870116,1
3873544,1
3880306,1
3881974,1
3883281,1
3893623,1
3898380,1
3899191,1
3899463,1
3899537,1
3900333,1
4036650,1
6693562,1
6693563,1
2221788,1
2221789,1
2222934,1
2223602,1
2223603,1
2229336,1
2231755,1
2231835,1
2233376,1
2236015,1
1279685,1
1280239,1
1529047,1
1784764,1
1785694,1
1792943,1
1794299,1
1795912,1
1796231,1
1796328,1
1796480,1
1799355,1
1806222,1
1806260,1
1806691,1
1806949,1
1808520,1
1808773,1
1809054,1
1809445,1
1809867,1
1809935,1
1810676,1
1811017,1
1814905,1
1818058,1
2035607,1
2036115,1
2036500,1
2036965,1
2038349,1
3666082,1
3666254,1
3666313,1
3666951,1
3667725,1
3668578,1
3670205,1
3670698,1
3671087,1
3671178,1
3673798,1
3674021,1
3674810,1
3675686,1
3678847,1
3680692,1
3681344,1
3681652,1
3685413,1
3685889,1
3686431,1
3686880,1
3687029,1
3687173,1
3687479,1
3687951,1
3688536,1
3688650,1
3688685,1
3689436,1
3689717,1
3689815,1
3689982,1
3621837,1
3622226,1
3623064,1
3623484,1
3623582,1
3624368,1
3624953,1
3534168,1
3536725,1
3540665,1
3544088,1
3547394,1
3550595,1
3556608,1
3556965,1
3557685,1
3558052,1
3564073,1
3564120,1
3564175,1
3566062,1
7668824,1
7668827,1
3374161,1
3374198,1
3374226,1
3374249,1
3374274,1
3374332,1
3374391,1
3374487,1
3374832,1
3374855,1
3411924,1
3411925,1
3411926,1
3411927,1
3411928,1
7602868,1
7602869,1
7602870,1
7602871,1
7602872,1
7602873,1
7603281,1
146213,1
146267,1
146383,1
146398,1
146411,1
146615,1
3067695,1
3339536,1
3339537,1
3339538,1
3339539,1
3339540,1
3339541,1
3339542,1
3339573,1
3339574,1
3339575,1
3339576,1
3339577,1
3339578,1
2822542,1
2838632,1
2842565,1
2842566,1
2842635,1
2847618,1
2861876,1
2862926,1
2872567,1
2905330,1
2911297,1
2944387,1
2945356,1
2950157,1
2951839,1
2953481,1
220781,1
221525,1
223818,1
223889,1
225282,1
449265,1
6418538,1
6418539,1
6418540,1
6418541,1
6418542,1
3575618,1
3575619,1
3575620,1
3575621,1
3575622,1
3575625,1
3575626,1
3575628,1
3575630,1
3575632,1
3492112,1
3492912,1
3492918,1
3493031,1
